URL, created date, expires date, num changes, wayback URLs
fastemails.us,2016-10-16,2017-10-15,4,https://web.archive.org/web/20170419203620/fastemails.us;https://web.archive.org/web/20170622171320/fastemails.us;https://web.archive.org/web/20170622223555/fastemails.us;https://web.archive.org/web/20170708055834/fastemails.us;
fhmotorsports.com,2014-08-10,2019-08-10,1,https://web.archive.org/web/20160308224714/fhmotorsports.com;
fitnessoneweb.com,2001-02-25,2019-02-25,30,https://web.archive.org/web/20010929032156/fitnessoneweb.com;https://web.archive.org/web/20020125140722/fitnessoneweb.com;https://web.archive.org/web/20020606021504/fitnessoneweb.com;https://web.archive.org/web/20020827022732/fitnessoneweb.com;https://web.archive.org/web/20020929015137/fitnessoneweb.com;https://web.archive.org/web/20030130160227/fitnessoneweb.com;https://web.archive.org/web/20030622013502/fitnessoneweb.com;https://web.archive.org/web/20030721235356/fitnessoneweb.com;https://web.archive.org/web/20031006155237/fitnessoneweb.com;https://web.archive.org/web/20031125171129/fitnessoneweb.com;https://web.archive.org/web/20031128225836/fitnessoneweb.com;https://web.archive.org/web/20031226213828/fitnessoneweb.com;https://web.archive.org/web/20040328080036/fitnessoneweb.com;https://web.archive.org/web/20040730144537/fitnessoneweb.com;https://web.archive.org/web/20040923065021/fitnessoneweb.com;https://web.archive.org/web/20041128054632/fitnessoneweb.com;https://web.archive.org/web/20050104033131/fitnessoneweb.com;https://web.archive.org/web/20050205060325/fitnessoneweb.com;https://web.archive.org/web/20050411195947/fitnessoneweb.com;https://web.archive.org/web/20050811234005/fitnessoneweb.com;https://web.archive.org/web/20050913130323/fitnessoneweb.com;https://web.archive.org/web/20051123235113/fitnessoneweb.com;https://web.archive.org/web/20060110105552/fitnessoneweb.com;https://web.archive.org/web/20060419204240/fitnessoneweb.com;https://web.archive.org/web/20060613114612/fitnessoneweb.com;https://web.archive.org/web/20061017222310/fitnessoneweb.com;https://web.archive.org/web/20090416115558/fitnessoneweb.com;https://web.archive.org/web/20090416170732/fitnessoneweb.com;https://web.archive.org/web/20130526154846/fitnessoneweb.com;https://web.archive.org/web/20170613135049/fitnessoneweb.com;
flightsonline.us,2004-06-13,2019-06-12,0
foxandsoncomputers.com,2014-02-09,2020-06-18,1,https://web.archive.org/web/20180805140745/foxandsoncomputers.com;
freekn.com,2007-07-24,2018-07-24,5,https://web.archive.org/web/20110207130830/freekn.com;https://web.archive.org/web/20130526103727/freekn.com;https://web.archive.org/web/20140102072730/freekn.com;https://web.archive.org/web/20141217041732/freekn.com;https://web.archive.org/web/20150801123244/freekn.com;
fsqiv.com,2017-10-05,2018-10-05,9,https://web.archive.org/web/20110705012529/fsqiv.com;https://web.archive.org/web/20130610130206/fsqiv.com;https://web.archive.org/web/20131225150910/fsqiv.com;https://web.archive.org/web/20140517131508/fsqiv.com;https://web.archive.org/web/20140723102750/fsqiv.com;https://web.archive.org/web/20141217091349/fsqiv.com;https://web.archive.org/web/20150801164216/fsqiv.com;https://web.archive.org/web/20161004042112/fsqiv.com;https://web.archive.org/web/20180807051813/fsqiv.com;
fuzetechnologysolutions.com,2017-02-12,2019-02-12,1,https://web.archive.org/web/20180805092620/fuzetechnologysolutions.com;
gfwcohio.com,2017-04-20,2019-04-20,2,https://web.archive.org/web/20180806114506/gfwcohio.com;https://web.archive.org/web/20180822085400/gfwcohio.com;
globalcharming.com,2016-04-24,2019-04-24,11,https://web.archive.org/web/20060321072621/globalcharming.com;https://web.archive.org/web/20060519185124/globalcharming.com;https://web.archive.org/web/20070103052514/globalcharming.com;https://web.archive.org/web/20070225142422/globalcharming.com;https://web.archive.org/web/20070615143806/globalcharming.com;https://web.archive.org/web/20070915043600/globalcharming.com;https://web.archive.org/web/20080827195208/globalcharming.com;https://web.archive.org/web/20161002193626/globalcharming.com;https://web.archive.org/web/20180328194615/globalcharming.com;https://web.archive.org/web/20180804155817/globalcharming.com;https://web.archive.org/web/20181101063647/globalcharming.com;
globaltransmissionparts.net,2015-08-16,2018-08-16,0
globaltransmissionparts.info,2015-08-16,2018-08-16,1,https://web.archive.org/web/20180809011525/globaltransmissionparts.info;
globaltransmissionparts.org,2015-08-16,2018-08-16,1,https://web.archive.org/web/20170522203253/globaltransmissionparts.org;
globaltransmissionparts.com,2015-05-14,2019-05-14,12,https://web.archive.org/web/20160122112316/globaltransmissionparts.com;https://web.archive.org/web/20160329120818/globaltransmissionparts.com;https://web.archive.org/web/20161002125954/globaltransmissionparts.com;https://web.archive.org/web/20161020041707/globaltransmissionparts.com;https://web.archive.org/web/20161202145258/globaltransmissionparts.com;https://web.archive.org/web/20170702204243/globaltransmissionparts.com;https://web.archive.org/web/20170702204351/globaltransmissionparts.com;https://web.archive.org/web/20170711021607/globaltransmissionparts.com;https://web.archive.org/web/20171002230950/globaltransmissionparts.com;https://web.archive.org/web/20180603091653/globaltransmissionparts.com;https://web.archive.org/web/20180825101005/globaltransmissionparts.com;https://web.archive.org/web/20181127005146/globaltransmissionparts.com;
globaltransmissionparts.us,2015-08-16,2018-08-15,1,https://web.archive.org/web/20180811033044/globaltransmissionparts.us;
globaltransparts.com,2015-08-16,2018-08-16,1,https://web.archive.org/web/20180807092554/globaltransparts.com;
gmtransmissionparts.net,2016-06-09,2018-06-09,0
gmtransmissionparts.org,2016-06-09,2018-06-09,4,https://web.archive.org/web/20170522213111/gmtransmissionparts.org;https://web.archive.org/web/20180118114103/gmtransmissionparts.org;https://web.archive.org/web/20180329171607/gmtransmissionparts.org;https://web.archive.org/web/20180809200913/gmtransmissionparts.org;
gmtransmissionparts.info,2016-06-09,2018-06-09,1,https://web.archive.org/web/20180809080852/gmtransmissionparts.info;
gonja.us,2017-11-03,2019-11-03,1,https://web.archive.org/web/20180812050208/gonja.us;
goodguys.live,2017-10-29,2018-10-29,1,https://web.archive.org/web/20180810024653/goodguys.live;
gpstrackersimcard.com,2015-05-20,2016-05-20,1,https://web.archive.org/web/20150611010246/gpstrackersimcard.com;
gpstrackersimcards.com,2015-05-20,2016-05-20,4,https://web.archive.org/web/20150610020459/gpstrackersimcards.com;https://web.archive.org/web/20150710194306/gpstrackersimcards.com;https://web.archive.org/web/20150810123755/gpstrackersimcards.com;https://web.archive.org/web/20150910103837/gpstrackersimcards.com;
guesthouses.us,2004-06-13,2019-06-12,1,https://web.archive.org/web/20180203083522/guesthouses.us;
halloffameclc.com,2014-05-27,2019-05-27,1,https://web.archive.org/web/20180805011259/halloffameclc.com;
halloffametracker.com,2016-12-22,2018-12-22,1,https://web.archive.org/web/20180806065215/halloffametracker.com;
harmeetchawla.com,2015-10-14,2019-10-14,1,https://web.archive.org/web/20180807100143/harmeetchawla.com;
harvestcentercog.org,2016-10-14,2018-10-14,6,https://web.archive.org/web/20161211094101/harvestcentercog.org;https://web.archive.org/web/20170523175134/harvestcentercog.org;https://web.archive.org/web/20170714214656/harvestcentercog.org;https://web.archive.org/web/20180119014705/harvestcentercog.org;https://web.archive.org/web/20180830222214/harvestcentercog.org;https://web.archive.org/web/20181204075002/harvestcentercog.org;
havenhouse1180.com,2013-07-19,2018-07-19,17,https://web.archive.org/web/20130829133050/havenhouse1180.com;https://web.archive.org/web/20130829133052/havenhouse1180.com;https://web.archive.org/web/20141219204814/havenhouse1180.com;https://web.archive.org/web/20150906145526/havenhouse1180.com;https://web.archive.org/web/20160119175723/havenhouse1180.com;https://web.archive.org/web/20160331142548/havenhouse1180.com;https://web.archive.org/web/20160812173646/havenhouse1180.com;https://web.archive.org/web/20160913235232/havenhouse1180.com;https://web.archive.org/web/20161016144852/havenhouse1180.com;https://web.archive.org/web/20161019023312/havenhouse1180.com;https://web.archive.org/web/20170710171133/havenhouse1180.com;https://web.archive.org/web/20170903013813/havenhouse1180.com;https://web.archive.org/web/20170929205757/havenhouse1180.com;https://web.archive.org/web/20171015095320/havenhouse1180.com;https://web.archive.org/web/20180412120914/havenhouse1180.com;https://web.archive.org/web/20180708054107/havenhouse1180.com;https://web.archive.org/web/20180922234603/havenhouse1180.com;
healthingrace.com,2014-11-20,2018-11-20,1,https://web.archive.org/web/20180808002813/healthingrace.com;
healthingrace.net,2014-11-20,2018-11-20,0
heartofohiocounseling.com,2018-02-12,2019-02-12,3,https://web.archive.org/web/20180215125603/heartofohiocounseling.com;https://web.archive.org/web/20180321171804/heartofohiocounseling.com;https://web.archive.org/web/20180805215201/heartofohiocounseling.com;
heathenscomedy.com,2017-01-24,2019-01-24,1,https://web.archive.org/web/20180806073759/heathenscomedy.com;
hishealingsolution.com,2015-04-09,2025-04-09,19,https://web.archive.org/web/20150822002221/hishealingsolution.com;https://web.archive.org/web/20150923043551/hishealingsolution.com;https://web.archive.org/web/20151024060153/hishealingsolution.com;https://web.archive.org/web/20151123203138/hishealingsolution.com;https://web.archive.org/web/20151130033623/hishealingsolution.com;https://web.archive.org/web/20151130102511/hishealingsolution.com;https://web.archive.org/web/20151206150903/hishealingsolution.com;https://web.archive.org/web/20151214180924/hishealingsolution.com;https://web.archive.org/web/20151224141111/hishealingsolution.com;https://web.archive.org/web/20151230230022/hishealingsolution.com;https://web.archive.org/web/20160108153409/hishealingsolution.com;https://web.archive.org/web/20160208210254/hishealingsolution.com;https://web.archive.org/web/20160311171031/hishealingsolution.com;https://web.archive.org/web/20160412052411/hishealingsolution.com;https://web.archive.org/web/20161004035605/hishealingsolution.com;https://web.archive.org/web/20170922003704/hishealingsolution.com;https://web.archive.org/web/20180308080643/hishealingsolution.com;https://web.archive.org/web/20180807080545/hishealingsolution.com;https://web.archive.org/web/20181227173333/hishealingsolution.com;
hockingcabins.net,2005-08-10,2018-08-10,1,https://web.archive.org/web/20110106081721/hockingcabins.net;
hockinghillsoh.net,2005-08-10,2018-08-10,1,https://web.archive.org/web/20101229100825/hockinghillsoh.net;
hockinhillsguides.com,2016-07-20,2018-07-20,1,https://web.archive.org/web/20180806115845/hockinhillsguides.com;
hometowncarcredit.com,2017-07-03,2022-07-03,4,https://web.archive.org/web/20180203083027/hometowncarcredit.com;https://web.archive.org/web/20180805021330/hometowncarcredit.com;https://web.archive.org/web/20180818224042/hometowncarcredit.com;https://web.archive.org/web/20181011102741/hometowncarcredit.com;
hometowncp.com,2016-12-21,2021-12-21,3,https://web.archive.org/web/20091110083558/hometowncp.com;https://web.archive.org/web/20180116004934/hometowncp.com;https://web.archive.org/web/20180805211301/hometowncp.com;
hotelesbaratos.us,2004-07-01,2018-06-30,4,https://web.archive.org/web/20160611231606/hotelesbaratos.us;https://web.archive.org/web/20161004064858/hotelesbaratos.us;https://web.archive.org/web/20170523161841/hotelesbaratos.us;https://web.archive.org/web/20170913032410/hotelesbaratos.us;
hoteleseconomicos.us,2006-12-11,2018-12-10,0
hotelsonline.us,2004-06-13,2019-06-12,14,https://web.archive.org/web/20091118021359/hotelsonline.us;https://web.archive.org/web/20091219041318/hotelsonline.us;https://web.archive.org/web/20100616050056/hotelsonline.us;https://web.archive.org/web/20100718172542/hotelsonline.us;https://web.archive.org/web/20130603134949/hotelsonline.us;https://web.archive.org/web/20140103221037/hotelsonline.us;https://web.archive.org/web/20140517105216/hotelsonline.us;https://web.archive.org/web/20141217140754/hotelsonline.us;https://web.archive.org/web/20150801142500/hotelsonline.us;https://web.archive.org/web/20160109213524/hotelsonline.us;https://web.archive.org/web/20160313114549/hotelsonline.us;https://web.archive.org/web/20161004070207/hotelsonline.us;https://web.archive.org/web/20170423205709/hotelsonline.us;https://web.archive.org/web/20170911224205/hotelsonline.us;
howdoyoumark.com,2015-11-23,2020-11-23,1,https://web.archive.org/web/20180808161238/howdoyoumark.com;
icarecircleville.com,2016-11-10,2018-11-10,2,https://web.archive.org/web/20170424171959/icarecircleville.com;https://web.archive.org/web/20180107070950/icarecircleville.com;
illinoistransmissionparts.com,2013-03-21,2019-03-21,1,https://web.archive.org/web/20180807152341/illinoistransmissionparts.com;
indenterprises.com,2011-12-19,2020-12-19,9,https://web.archive.org/web/20010402024423/indenterprises.com;https://web.archive.org/web/20010405042813/indenterprises.com;https://web.archive.org/web/20030719132119/indenterprises.com;https://web.archive.org/web/20040403110112/indenterprises.com;https://web.archive.org/web/20040622124803/indenterprises.com;https://web.archive.org/web/20040829154935/indenterprises.com;https://web.archive.org/web/20050909121802/indenterprises.com;https://web.archive.org/web/20130612061238/indenterprises.com;https://web.archive.org/web/20180329053336/indenterprises.com;
inkmylogo.com,2009-10-07,2018-10-07,12,https://web.archive.org/web/20091119145948/inkmylogo.com;https://web.archive.org/web/20110201181426/inkmylogo.com;https://web.archive.org/web/20130610034833/inkmylogo.com;https://web.archive.org/web/20131006040641/inkmylogo.com;https://web.archive.org/web/20140104123640/inkmylogo.com;https://web.archive.org/web/20140517132425/inkmylogo.com;https://web.archive.org/web/20141217163234/inkmylogo.com;https://web.archive.org/web/20150213065127/inkmylogo.com;https://web.archive.org/web/20150316081225/inkmylogo.com;https://web.archive.org/web/20150801163431/inkmylogo.com;https://web.archive.org/web/20180903012741/inkmylogo.com;https://web.archive.org/web/20190119050455/inkmylogo.com;
intergalaticenterprises.com,2016-06-23,2019-06-23,1,https://web.archive.org/web/20180806112955/intergalaticenterprises.com;
inventorymanagementsolutions.net,2015-10-06,2020-10-06,12,https://web.archive.org/web/20090809193553/inventorymanagementsolutions.net;https://web.archive.org/web/20101229114433/inventorymanagementsolutions.net;https://web.archive.org/web/20111018050059/inventorymanagementsolutions.net;https://web.archive.org/web/20130602114423/inventorymanagementsolutions.net;https://web.archive.org/web/20140103012711/inventorymanagementsolutions.net;https://web.archive.org/web/20160109214215/inventorymanagementsolutions.net;https://web.archive.org/web/20160305145306/inventorymanagementsolutions.net;https://web.archive.org/web/20170423223154/inventorymanagementsolutions.net;https://web.archive.org/web/20180331030435/inventorymanagementsolutions.net;https://web.archive.org/web/20180411210049/inventorymanagementsolutions.net;https://web.archive.org/web/20180419023654/inventorymanagementsolutions.net;https://web.archive.org/web/20181106234254/inventorymanagementsolutions.net;
fakeoutcallerid.com,2008-06-29,2018-06-29,30,https://web.archive.org/web/20080805100518/fakeoutcallerid.com;https://web.archive.org/web/20080806154900/fakeoutcallerid.com;https://web.archive.org/web/20080807212219/fakeoutcallerid.com;https://web.archive.org/web/20080808233323/fakeoutcallerid.com;https://web.archive.org/web/20080810024004/fakeoutcallerid.com;https://web.archive.org/web/20080811040145/fakeoutcallerid.com;https://web.archive.org/web/20080813095516/fakeoutcallerid.com;https://web.archive.org/web/20080814102508/fakeoutcallerid.com;https://web.archive.org/web/20080815115431/fakeoutcallerid.com;https://web.archive.org/web/20080816173908/fakeoutcallerid.com;https://web.archive.org/web/20080817201042/fakeoutcallerid.com;https://web.archive.org/web/20080818201603/fakeoutcallerid.com;https://web.archive.org/web/20080819222903/fakeoutcallerid.com;https://web.archive.org/web/20080820234607/fakeoutcallerid.com;https://web.archive.org/web/20080822051401/fakeoutcallerid.com;https://web.archive.org/web/20080823054818/fakeoutcallerid.com;https://web.archive.org/web/20080824200115/fakeoutcallerid.com;https://web.archive.org/web/20081218174518/fakeoutcallerid.com;https://web.archive.org/web/20090202051753/fakeoutcallerid.com;https://web.archive.org/web/20090228192400/fakeoutcallerid.com;https://web.archive.org/web/20090709070149/fakeoutcallerid.com;https://web.archive.org/web/20100309085942/fakeoutcallerid.com;https://web.archive.org/web/20100412163231/fakeoutcallerid.com;https://web.archive.org/web/20100515190948/fakeoutcallerid.com;https://web.archive.org/web/20100819192314/fakeoutcallerid.com;https://web.archive.org/web/20110203085529/fakeoutcallerid.com;https://web.archive.org/web/20110429091632/fakeoutcallerid.com;https://web.archive.org/web/20120623133617/fakeoutcallerid.com;https://web.archive.org/web/20140102150134/fakeoutcallerid.com;https://web.archive.org/web/20161001235324/fakeoutcallerid.com;
fastemails.us,2016-10-16,2017-10-15,4,https://web.archive.org/web/20170419203620/fastemails.us;https://web.archive.org/web/20170622171320/fastemails.us;https://web.archive.org/web/20170622223555/fastemails.us;https://web.archive.org/web/20170708055834/fastemails.us;
fhmotorsports.com,2014-08-10,2019-08-10,1,https://web.archive.org/web/20160308224714/fhmotorsports.com;
fitnessoneweb.com,2001-02-25,2019-02-25,30,https://web.archive.org/web/20010929032156/fitnessoneweb.com;https://web.archive.org/web/20020125140722/fitnessoneweb.com;https://web.archive.org/web/20020606021504/fitnessoneweb.com;https://web.archive.org/web/20020827022732/fitnessoneweb.com;https://web.archive.org/web/20020929015137/fitnessoneweb.com;https://web.archive.org/web/20030130160227/fitnessoneweb.com;https://web.archive.org/web/20030622013502/fitnessoneweb.com;https://web.archive.org/web/20030721235356/fitnessoneweb.com;https://web.archive.org/web/20031006155237/fitnessoneweb.com;https://web.archive.org/web/20031125171129/fitnessoneweb.com;https://web.archive.org/web/20031128225836/fitnessoneweb.com;https://web.archive.org/web/20031226213828/fitnessoneweb.com;https://web.archive.org/web/20040328080036/fitnessoneweb.com;https://web.archive.org/web/20040730144537/fitnessoneweb.com;https://web.archive.org/web/20040923065021/fitnessoneweb.com;https://web.archive.org/web/20041128054632/fitnessoneweb.com;https://web.archive.org/web/20050104033131/fitnessoneweb.com;https://web.archive.org/web/20050205060325/fitnessoneweb.com;https://web.archive.org/web/20050411195947/fitnessoneweb.com;https://web.archive.org/web/20050811234005/fitnessoneweb.com;https://web.archive.org/web/20050913130323/fitnessoneweb.com;https://web.archive.org/web/20051123235113/fitnessoneweb.com;https://web.archive.org/web/20060110105552/fitnessoneweb.com;https://web.archive.org/web/20060419204240/fitnessoneweb.com;https://web.archive.org/web/20060613114612/fitnessoneweb.com;https://web.archive.org/web/20061017222310/fitnessoneweb.com;https://web.archive.org/web/20090416115558/fitnessoneweb.com;https://web.archive.org/web/20090416170732/fitnessoneweb.com;https://web.archive.org/web/20130526154846/fitnessoneweb.com;https://web.archive.org/web/20170613135049/fitnessoneweb.com;
flightsonline.us,2004-06-13,2019-06-12,0
foxandsoncomputers.com,2014-02-09,2020-06-18,1,https://web.archive.org/web/20180805140745/foxandsoncomputers.com;
freekn.com,2007-07-24,2018-07-24,5,https://web.archive.org/web/20110207130830/freekn.com;https://web.archive.org/web/20130526103727/freekn.com;https://web.archive.org/web/20140102072730/freekn.com;https://web.archive.org/web/20141217041732/freekn.com;https://web.archive.org/web/20150801123244/freekn.com;
fsqiv.com,2017-10-05,2018-10-05,9,https://web.archive.org/web/20110705012529/fsqiv.com;https://web.archive.org/web/20130610130206/fsqiv.com;https://web.archive.org/web/20131225150910/fsqiv.com;https://web.archive.org/web/20140517131508/fsqiv.com;https://web.archive.org/web/20140723102750/fsqiv.com;https://web.archive.org/web/20141217091349/fsqiv.com;https://web.archive.org/web/20150801164216/fsqiv.com;https://web.archive.org/web/20161004042112/fsqiv.com;https://web.archive.org/web/20180807051813/fsqiv.com;
fuzetechnologysolutions.com,2017-02-12,2019-02-12,1,https://web.archive.org/web/20180805092620/fuzetechnologysolutions.com;
gfwcohio.com,2017-04-20,2019-04-20,2,https://web.archive.org/web/20180806114506/gfwcohio.com;https://web.archive.org/web/20180822085400/gfwcohio.com;
globalcharming.com,2016-04-24,2019-04-24,11,https://web.archive.org/web/20060321072621/globalcharming.com;https://web.archive.org/web/20060519185124/globalcharming.com;https://web.archive.org/web/20070103052514/globalcharming.com;https://web.archive.org/web/20070225142422/globalcharming.com;https://web.archive.org/web/20070615143806/globalcharming.com;https://web.archive.org/web/20070915043600/globalcharming.com;https://web.archive.org/web/20080827195208/globalcharming.com;https://web.archive.org/web/20161002193626/globalcharming.com;https://web.archive.org/web/20180328194615/globalcharming.com;https://web.archive.org/web/20180804155817/globalcharming.com;https://web.archive.org/web/20181101063647/globalcharming.com;
globaltransmissionparts.net,2015-08-16,2018-08-16,0
globaltransmissionparts.info,2015-08-16,2018-08-16,1,https://web.archive.org/web/20180809011525/globaltransmissionparts.info;
globaltransmissionparts.org,2015-08-16,2018-08-16,1,https://web.archive.org/web/20170522203253/globaltransmissionparts.org;
globaltransmissionparts.com,2015-05-14,2019-05-14,12,https://web.archive.org/web/20160122112316/globaltransmissionparts.com;https://web.archive.org/web/20160329120818/globaltransmissionparts.com;https://web.archive.org/web/20161002125954/globaltransmissionparts.com;https://web.archive.org/web/20161020041707/globaltransmissionparts.com;https://web.archive.org/web/20161202145258/globaltransmissionparts.com;https://web.archive.org/web/20170702204243/globaltransmissionparts.com;https://web.archive.org/web/20170702204351/globaltransmissionparts.com;https://web.archive.org/web/20170711021607/globaltransmissionparts.com;https://web.archive.org/web/20171002230950/globaltransmissionparts.com;https://web.archive.org/web/20180603091653/globaltransmissionparts.com;https://web.archive.org/web/20180825101005/globaltransmissionparts.com;https://web.archive.org/web/20181127005146/globaltransmissionparts.com;
globaltransmissionparts.us,2015-08-16,2018-08-15,1,https://web.archive.org/web/20180811033044/globaltransmissionparts.us;
globaltransparts.com,2015-08-16,2018-08-16,1,https://web.archive.org/web/20180807092554/globaltransparts.com;
gmtransmissionparts.net,2016-06-09,2018-06-09,0
gmtransmissionparts.org,2016-06-09,2018-06-09,4,https://web.archive.org/web/20170522213111/gmtransmissionparts.org;https://web.archive.org/web/20180118114103/gmtransmissionparts.org;https://web.archive.org/web/20180329171607/gmtransmissionparts.org;https://web.archive.org/web/20180809200913/gmtransmissionparts.org;
gmtransmissionparts.info,2016-06-09,2018-06-09,1,https://web.archive.org/web/20180809080852/gmtransmissionparts.info;
gonja.us,2017-11-03,2019-11-03,1,https://web.archive.org/web/20180812050208/gonja.us;
goodguys.live,2017-10-29,2018-10-29,1,https://web.archive.org/web/20180810024653/goodguys.live;
gpstrackersimcard.com,2015-05-20,2016-05-20,1,https://web.archive.org/web/20150611010246/gpstrackersimcard.com;
gpstrackersimcards.com,2015-05-20,2016-05-20,4,https://web.archive.org/web/20150610020459/gpstrackersimcards.com;https://web.archive.org/web/20150710194306/gpstrackersimcards.com;https://web.archive.org/web/20150810123755/gpstrackersimcards.com;https://web.archive.org/web/20150910103837/gpstrackersimcards.com;
guesthouses.us,2004-06-13,2019-06-12,1,https://web.archive.org/web/20180203083522/guesthouses.us;
halloffameclc.com,2014-05-27,2019-05-27,1,https://web.archive.org/web/20180805011259/halloffameclc.com;
halloffametracker.com,2016-12-22,2018-12-22,1,https://web.archive.org/web/20180806065215/halloffametracker.com;
harmeetchawla.com,2015-10-14,2019-10-14,1,https://web.archive.org/web/20180807100143/harmeetchawla.com;
harvestcentercog.org,2016-10-14,2018-10-14,6,https://web.archive.org/web/20161211094101/harvestcentercog.org;https://web.archive.org/web/20170523175134/harvestcentercog.org;https://web.archive.org/web/20170714214656/harvestcentercog.org;https://web.archive.org/web/20180119014705/harvestcentercog.org;https://web.archive.org/web/20180830222214/harvestcentercog.org;https://web.archive.org/web/20181204075002/harvestcentercog.org;
havenhouse1180.com,2013-07-19,2018-07-19,17,https://web.archive.org/web/20130829133050/havenhouse1180.com;https://web.archive.org/web/20130829133052/havenhouse1180.com;https://web.archive.org/web/20141219204814/havenhouse1180.com;https://web.archive.org/web/20150906145526/havenhouse1180.com;https://web.archive.org/web/20160119175723/havenhouse1180.com;https://web.archive.org/web/20160331142548/havenhouse1180.com;https://web.archive.org/web/20160812173646/havenhouse1180.com;https://web.archive.org/web/20160913235232/havenhouse1180.com;https://web.archive.org/web/20161016144852/havenhouse1180.com;https://web.archive.org/web/20161019023312/havenhouse1180.com;https://web.archive.org/web/20170710171133/havenhouse1180.com;https://web.archive.org/web/20170903013813/havenhouse1180.com;https://web.archive.org/web/20170929205757/havenhouse1180.com;https://web.archive.org/web/20171015095320/havenhouse1180.com;https://web.archive.org/web/20180412120914/havenhouse1180.com;https://web.archive.org/web/20180708054107/havenhouse1180.com;https://web.archive.org/web/20180922234603/havenhouse1180.com;
healthingrace.com,2014-11-20,2018-11-20,1,https://web.archive.org/web/20180808002813/healthingrace.com;
healthingrace.net,2014-11-20,2018-11-20,0
heartofohiocounseling.com,2018-02-12,2019-02-12,3,https://web.archive.org/web/20180215125603/heartofohiocounseling.com;https://web.archive.org/web/20180321171804/heartofohiocounseling.com;https://web.archive.org/web/20180805215201/heartofohiocounseling.com;
heathenscomedy.com,2017-01-24,2019-01-24,1,https://web.archive.org/web/20180806073759/heathenscomedy.com;
hishealingsolution.com,2015-04-09,2025-04-09,19,https://web.archive.org/web/20150822002221/hishealingsolution.com;https://web.archive.org/web/20150923043551/hishealingsolution.com;https://web.archive.org/web/20151024060153/hishealingsolution.com;https://web.archive.org/web/20151123203138/hishealingsolution.com;https://web.archive.org/web/20151130033623/hishealingsolution.com;https://web.archive.org/web/20151130102511/hishealingsolution.com;https://web.archive.org/web/20151206150903/hishealingsolution.com;https://web.archive.org/web/20151214180924/hishealingsolution.com;https://web.archive.org/web/20151224141111/hishealingsolution.com;https://web.archive.org/web/20151230230022/hishealingsolution.com;https://web.archive.org/web/20160108153409/hishealingsolution.com;https://web.archive.org/web/20160208210254/hishealingsolution.com;https://web.archive.org/web/20160311171031/hishealingsolution.com;https://web.archive.org/web/20160412052411/hishealingsolution.com;https://web.archive.org/web/20161004035605/hishealingsolution.com;https://web.archive.org/web/20170922003704/hishealingsolution.com;https://web.archive.org/web/20180308080643/hishealingsolution.com;https://web.archive.org/web/20180807080545/hishealingsolution.com;https://web.archive.org/web/20181227173333/hishealingsolution.com;
hockingcabins.net,2005-08-10,2018-08-10,1,https://web.archive.org/web/20110106081721/hockingcabins.net;
hockinghillsoh.net,2005-08-10,2018-08-10,1,https://web.archive.org/web/20101229100825/hockinghillsoh.net;
hockinhillsguides.com,2016-07-20,2018-07-20,1,https://web.archive.org/web/20180806115845/hockinhillsguides.com;
hometowncarcredit.com,2017-07-03,2022-07-03,4,https://web.archive.org/web/20180203083027/hometowncarcredit.com;https://web.archive.org/web/20180805021330/hometowncarcredit.com;https://web.archive.org/web/20180818224042/hometowncarcredit.com;https://web.archive.org/web/20181011102741/hometowncarcredit.com;
hometowncp.com,2016-12-21,2021-12-21,3,https://web.archive.org/web/20091110083558/hometowncp.com;https://web.archive.org/web/20180116004934/hometowncp.com;https://web.archive.org/web/20180805211301/hometowncp.com;
hotelesbaratos.us,2004-07-01,2018-06-30,4,https://web.archive.org/web/20160611231606/hotelesbaratos.us;https://web.archive.org/web/20161004064858/hotelesbaratos.us;https://web.archive.org/web/20170523161841/hotelesbaratos.us;https://web.archive.org/web/20170913032410/hotelesbaratos.us;
hoteleseconomicos.us,2006-12-11,2018-12-10,0
hotelsonline.us,2004-06-13,2019-06-12,14,https://web.archive.org/web/20091118021359/hotelsonline.us;https://web.archive.org/web/20091219041318/hotelsonline.us;https://web.archive.org/web/20100616050056/hotelsonline.us;https://web.archive.org/web/20100718172542/hotelsonline.us;https://web.archive.org/web/20130603134949/hotelsonline.us;https://web.archive.org/web/20140103221037/hotelsonline.us;https://web.archive.org/web/20140517105216/hotelsonline.us;https://web.archive.org/web/20141217140754/hotelsonline.us;https://web.archive.org/web/20150801142500/hotelsonline.us;https://web.archive.org/web/20160109213524/hotelsonline.us;https://web.archive.org/web/20160313114549/hotelsonline.us;https://web.archive.org/web/20161004070207/hotelsonline.us;https://web.archive.org/web/20170423205709/hotelsonline.us;https://web.archive.org/web/20170911224205/hotelsonline.us;
howdoyoumark.com,2015-11-23,2020-11-23,1,https://web.archive.org/web/20180808161238/howdoyoumark.com;
icarecircleville.com,2016-11-10,2018-11-10,2,https://web.archive.org/web/20170424171959/icarecircleville.com;https://web.archive.org/web/20180107070950/icarecircleville.com;
illinoistransmissionparts.com,2013-03-21,2019-03-21,1,https://web.archive.org/web/20180807152341/illinoistransmissionparts.com;
